type,system_code,system_term,system_defenition,system_display
service-type,179,Palliative Medicine,Palliative Medicine,http://terminology.hl7.org/CodeSystem/service-type
service-type,180,Public Health Medicine,Public Health Medicine,http://terminology.hl7.org/CodeSystem/service-type
service-type,181,Rehabilitation Medicine,Rehabilitation Medicine,http://terminology.hl7.org/CodeSystem/service-type
service-type,182,Rheumatology,Rheumatology,http://terminology.hl7.org/CodeSystem/service-type
service-type,183,Sleep Medicine,Sleep Medicine,http://terminology.hl7.org/CodeSystem/service-type
service-type,184,Thoracic Medicine,Thoracic medicine,http://terminology.hl7.org/CodeSystem/service-type
service-type,185,Gynaecological Oncology,Gynaecological Oncology,http://terminology.hl7.org/CodeSystem/service-type
service-type,186,Obstetrics & Gynaecology,Obstetrics & Gynaecology,http://terminology.hl7.org/CodeSystem/service-type
service-type,187,Reproductive Endocrinology/Infertility,Reproductive Endocrinology & Infertility,http://terminology.hl7.org/CodeSystem/service-type
service-type,188,Urogynaecology,Urogynaecology,http://terminology.hl7.org/CodeSystem/service-type
service-type,189,Neonatology & Perinatology,Neonatology & Perinatology,http://terminology.hl7.org/CodeSystem/service-type
service-type,190,Paediatric Cardiology,Paediatric Cardiology,http://terminology.hl7.org/CodeSystem/service-type
service-type,191,Paediatric Clinical Genetics,Paediatric Clinical Genetics,http://terminology.hl7.org/CodeSystem/service-type
service-type,192,Paediatric Clinical Pharmacology,Paediatric Clinical Pharmacology,http://terminology.hl7.org/CodeSystem/service-type
service-type,193,Paediatric Endocrinology,Paediatric Endocrinology,http://terminology.hl7.org/CodeSystem/service-type
service-type,194,Paed. Gastroenterology/Hepatology,Paediatric Gastroenterology & Hepatology,http://terminology.hl7.org/CodeSystem/service-type
service-type,195,Paediatric Haematology,Paediatric Haematology,http://terminology.hl7.org/CodeSystem/service-type
service-type,196,Paediatric Immunology & Allergy,Paediatric Immunology & Allergy,http://terminology.hl7.org/CodeSystem/service-type
service-type,197,Paediatric Infectious Diseases,Paediatric Infectious diseases,http://terminology.hl7.org/CodeSystem/service-type
service-type,198,Paediatric Intensive Care Medicine,Paediatric intensive care medicine,http://terminology.hl7.org/CodeSystem/service-type
service-type,199,Paediatric Medical Oncology,Paediatric Medical Oncology,http://terminology.hl7.org/CodeSystem/service-type
service-type,200,Paediatric Medicine,Paediatric Medicine,http://terminology.hl7.org/CodeSystem/service-type
service-type,201,Paediatric Nephrology,Paediatric Nephrology,http://terminology.hl7.org/CodeSystem/service-type
service-type,202,Paediatric Neurology,Paediatric Neurology,http://terminology.hl7.org/CodeSystem/service-type
service-type,203,Paediatric Nuclear Medicine,Paediatric Nuclear Medicine,http://terminology.hl7.org/CodeSystem/service-type
service-type,204,Paediatric Rehabilitation Medicine,Paediatric Rehabilitation Medicine,http://terminology.hl7.org/CodeSystem/service-type
service-type,205,Paediatric Rheumatology,Paediatric Rheumatology,http://terminology.hl7.org/CodeSystem/service-type
service-type,206,Paediatric Sleep Medicine,Paediatric Sleep Medicine,http://terminology.hl7.org/CodeSystem/service-type
service-type,207,Paediatric Surgery,Paediatric Surgery,http://terminology.hl7.org/CodeSystem/service-type
service-type,208,Paediatric Thoracic Medicine,Paediatric Thoracic Medicine,http://terminology.hl7.org/CodeSystem/service-type
service-type,209,Diag. Radiology /Xray /CT /Fluoroscopy,Diagnostic Radiology/Xray/CT/Fluoroscopy,http://terminology.hl7.org/CodeSystem/service-type
service-type,210,Diagnostic Ultrasound,Diagnostic Ultrasound,http://terminology.hl7.org/CodeSystem/service-type
service-type,211,Magnetic Resonance Imaging (MRI),Magnetic Resonance Imaging (MRI),http://terminology.hl7.org/CodeSystem/service-type
service-type,212,Nuclear Medicine,Nuclear Medicine,http://terminology.hl7.org/CodeSystem/service-type
service-type,213,Obstetric/Gynaecological Ultrasound,Obstetric & Gynaecological Ultrasound,http://terminology.hl7.org/CodeSystem/service-type
service-type,214,Radiation Oncology,Radiation oncology,http://terminology.hl7.org/CodeSystem/service-type
service-type,215,Cardiothoracic Surgery,Cardiothoracic surgery,http://terminology.hl7.org/CodeSystem/service-type
service-type,216,Neurosurgery,Neurosurgery,http://terminology.hl7.org/CodeSystem/service-type
service-type,217,Ophthalmology,Ophthalmology,http://terminology.hl7.org/CodeSystem/service-type
service-type,218,Orthopaedic Surgery,Orthopaedic surgery,http://terminology.hl7.org/CodeSystem/service-type
service-type,219,Otolaryngology/Head & Neck Surgery,Otolaryngology - Head & Neck Surgery,http://terminology.hl7.org/CodeSystem/service-type
service-type,220,Plastic & Reconstructive Surgery,Plastic & Reconstructive Surgery,http://terminology.hl7.org/CodeSystem/service-type
service-type,221,Surgery - General,Surgery - General,http://terminology.hl7.org/CodeSystem/service-type
service-type,222,Urology,Urology,http://terminology.hl7.org/CodeSystem/service-type
service-type,223,Vascular Surgery,Vascular surgery,http://terminology.hl7.org/CodeSystem/service-type
service-type,224,Support Groups,Support groups,http://terminology.hl7.org/CodeSystem/service-type
service-type,225,Air ambulance,Air ambulance,http://terminology.hl7.org/CodeSystem/service-type
service-type,226,Ambulance,Ambulance,http://terminology.hl7.org/CodeSystem/service-type
service-type,227,Blood Transport,Blood transport,http://terminology.hl7.org/CodeSystem/service-type
service-type,228,Community Bus,Community bus,http://terminology.hl7.org/CodeSystem/service-type
service-type,229,Flying Doctor Service,Flying doctor service,http://terminology.hl7.org/CodeSystem/service-type
service-type,230,Patient Transport,Patient transport,http://terminology.hl7.org/CodeSystem/service-type
service-type,231,A&E,A&E,http://terminology.hl7.org/CodeSystem/service-type
service-type,232,A&EP,A&EP,http://terminology.hl7.org/CodeSystem/service-type
service-type,233,Abuse,Abuse,http://terminology.hl7.org/CodeSystem/service-type
service-type,234,ACAS,ACAS,http://terminology.hl7.org/CodeSystem/service-type
service-type,235,Access,Access,http://terminology.hl7.org/CodeSystem/service-type
service-type,236,Accident,Accident,http://terminology.hl7.org/CodeSystem/service-type
service-type,237,Acute Inpatient Serv,Acute Inpatient Service's,http://terminology.hl7.org/CodeSystem/service-type
service-type,238,Adult Day Programs,Adult Day Programs,http://terminology.hl7.org/CodeSystem/service-type
service-type,239,Adult Mental Health Services,Adult Mental Health Services,http://terminology.hl7.org/CodeSystem/service-type
service-type,240,Advice,Advice,http://terminology.hl7.org/CodeSystem/service-type
service-type,241,Advocacy,Advocacy,http://terminology.hl7.org/CodeSystem/service-type
service-type,242,Aged Persons Mental,Aged Persons Mental Health Residential Units,http://terminology.hl7.org/CodeSystem/service-type
service-type,243,Aged Persons Mental,Aged Persons Mental Health Services,http://terminology.hl7.org/CodeSystem/service-type
service-type,244,Aged Persons Mental,Aged Persons Mental Health Teams,http://terminology.hl7.org/CodeSystem/service-type
service-type,245,Aids,Aids,http://terminology.hl7.org/CodeSystem/service-type
service-type,246,Al-Anon,Al-Anon,http://terminology.hl7.org/CodeSystem/service-type
service-type,247,Alcohol,Alcohol,http://terminology.hl7.org/CodeSystem/service-type
service-type,248,Al-Teen,Al-Teen,http://terminology.hl7.org/CodeSystem/service-type
service-type,249,Antenatal,Antenatal,http://terminology.hl7.org/CodeSystem/service-type
service-type,250,Anxiety,Anxiety,http://terminology.hl7.org/CodeSystem/service-type
service-type,251,Arthritis,Arthritis,http://terminology.hl7.org/CodeSystem/service-type
service-type,252,Assessment,Assessment,http://terminology.hl7.org/CodeSystem/service-type
service-type,253,Assistance,Assistance,http://terminology.hl7.org/CodeSystem/service-type
service-type,254,Asthma,Asthma,http://terminology.hl7.org/CodeSystem/service-type
service-type,255,ATSS,ATSS,http://terminology.hl7.org/CodeSystem/service-type
service-type,256,Attendant Care,Attendant Care,http://terminology.hl7.org/CodeSystem/service-type
service-type,257,Babies,Babies,http://terminology.hl7.org/CodeSystem/service-type
service-type,258,Bathroom Modificatio,Bathroom Modification,http://terminology.hl7.org/CodeSystem/service-type
service-type,259,Behavior,Behavior,http://terminology.hl7.org/CodeSystem/service-type
service-type,260,Behavior Interventi,Behavior Intervention,http://terminology.hl7.org/CodeSystem/service-type
service-type,261,Bereavement,Bereavement,http://terminology.hl7.org/CodeSystem/service-type
service-type,262,Bipolar,Bipolar,http://terminology.hl7.org/CodeSystem/service-type
service-type,263,Birth,Birth,http://terminology.hl7.org/CodeSystem/service-type
service-type,264,Birth Control,Birth Control,http://terminology.hl7.org/CodeSystem/service-type
service-type,265,Birthing Options,Birthing Options,http://terminology.hl7.org/CodeSystem/service-type
service-type,266,BIST,BIST,http://terminology.hl7.org/CodeSystem/service-type
service-type,267,Blood,Blood,http://terminology.hl7.org/CodeSystem/service-type
service-type,268,Bone,Bone,http://terminology.hl7.org/CodeSystem/service-type
service-type,269,Bowel,Bowel,http://terminology.hl7.org/CodeSystem/service-type
service-type,270,Brain,Brain,http://terminology.hl7.org/CodeSystem/service-type
service-type,271,Breast Feeding,Breast Feeding,http://terminology.hl7.org/CodeSystem/service-type
service-type,272,Breast Screen,Breast Screen,http://terminology.hl7.org/CodeSystem/service-type
service-type,273,Brokerage,Brokerage,http://terminology.hl7.org/CodeSystem/service-type
service-type,274,Cancer,Cancer,http://terminology.hl7.org/CodeSystem/service-type
service-type,275,Cancer Support,Cancer Support,http://terminology.hl7.org/CodeSystem/service-type
service-type,276,Cardiovascular Disea,Cardiovascular Disease,http://terminology.hl7.org/CodeSystem/service-type
service-type,277,Care Packages,Care Packages,http://terminology.hl7.org/CodeSystem/service-type
service-type,278,Carer,Carer,http://terminology.hl7.org/CodeSystem/service-type
service-type,279,Case Management,Case Management,http://terminology.hl7.org/CodeSystem/service-type
service-type,280,Casualty,Casualty,http://terminology.hl7.org/CodeSystem/service-type
